split_seed,horizon,scenario,n,rmse,mae,sse,bias,baseline_rmse,rmse_delta,rmse_change_pct,sse_reduction,ci_low,ci_high,replicates,bootstrap_seed,unit,reference,source_horizon,alpha,uses_future_truth,deployable
20260918,6,N_aligned_minus_clipped,32982,0.003720250170895324,0.0008226118430994059,0.4564794993195279,2.9413823553849005e-05,0.0037627616157314384,-4.251144483611441e-05,-1.1297937307104822,0.01049202416601075,-6.328979093843325e-05,-2.605112834771361e-05,2000,20260910,county_full_trajectory,,,,,
20260918,24,N_aligned_minus_clipped,28680,0.003758575385388488,0.0008364739919715524,0.40515917444495103,3.1720157415679986e-05,0.003774665008451409,-1.608962306292065e-05,-0.42625300594612003,0.003476216713516944,-4.158871925587308e-05,1.1749856555710372e-05,2000,20260910,county_full_trajectory,,,,,
20260918,48,N_aligned_minus_clipped,22944,0.003423885992754219,0.0006713701642757159,0.26897240396538935,4.8912497949321576e-05,0.0034708583677592105,-4.697237500499163e-05,-1.3533359770977027,0.007430701605319112,-8.639746436104604e-05,-2.1329414902994447e-05,2000,20260910,county_full_trajectory,,,,,
20260918,1,O_N_all,34177,0.010034097533253563,0.0030943878530904183,3.4410467634880493,-6.5804792135348e-05,0.010683002911169644,-0.0006489053779160803,-6.074185164150947,0.4594563768763713,-0.0009160154481158136,-0.0003839512063568128,2000,20260910,county_full_trajectory,B_current,0.0,1.0,True,False
20260918,6,O_N_all,32982,0.009208423182569345,0.0029733283191299264,2.7967105867710913,-4.9291954289110555e-05,0.009696165799144481,-0.0004877426165751358,-5.030262752088777,0.3041129616156999,-0.0007367883629736432,-0.00030413156157868326,2000,20260910,county_full_trajectory,B_current,0.0,1.0,True,False
20260918,24,O_N_all,28680,0.0074945339932046915,0.002629678973790102,1.610899380755623,-2.106923293874695e-05,0.008094958237266874,-0.0006004242440621824,-7.4172617876890445,0.26845366463793674,-0.0008823799023982921,-0.000391356935083283,2000,20260910,county_full_trajectory,B_current,0.0,1.0,True,False
20260918,48,O_N_all,22944,0.006814240622646666,0.0021304713774257704,1.0653788340417985,1.0013206175885012e-05,0.007386039443917857,-0.0005717988212711909,-7.741616134233443,0.18629847489638252,-0.0009532273830970249,-0.00032487025344665824,2000,20260910,county_full_trajectory,B_current,0.0,1.0,True,False
20260918,1,O_N_source_1,34177,0.010319852331753584,0.0032135868050304755,3.6398283584032045,-6.600370175524307e-05,0.010683002911169644,-0.00036315057941605985,-3.399330529399802,0.2606747819612161,-0.0006251882227653592,-0.00013973062656020034,2000,20260910,county_full_trajectory,B_current,1.0,1.0,True,False
20260918,6,O_N_source_1,32982,0.009530059267550482,0.0030968460736765075,2.9954921816862456,-4.949807077929164e-05,0.009696165799144481,-0.00016610653159399892,-1.7131156277118809,0.10533136670054555,-0.00024251357317900475,-0.00010681097778490724,2000,20260910,county_full_trajectory,B_current,1.0,1.0,True,False
20260918,24,O_N_source_1,28680,0.008094958237266874,0.002818108889202019,1.8793530453935596,-1.765012952478964e-05,0.008094958237266874,0.0,0.0,0.0,0.0,0.0,2000,20260910,county_full_trajectory,B_current,1.0,1.0,True,False
20260918,48,O_N_source_1,22944,0.007386039443917857,0.0022817618160767186,1.251677308938181,9.232167604194413e-06,0.007386039443917857,0.0,0.0,0.0,0.0,0.0,2000,20260910,county_full_trajectory,B_current,1.0,1.0,True,False
20260918,1,O_N_source_6,34177,0.010537949239950996,0.0032332043775599377,3.7953002844791786,-6.260580978933673e-05,0.010683002911169644,-0.00014505367121864753,-1.3577986678912746,0.10520285588524203,-0.00022362442050125132,-8.947127981157544e-05,2000,20260910,county_full_trajectory,B_current,6.0,1.0,True,False
