model,fipsCode,outer_fold,horizon,rmse,mae,n,sse,sae,evaluation_status
B2_mlp_huber,18077,2,osi_target_t01h,0.004771255795761177,0.0014367503451079235,143,0.0032553781072076015,0.20545529935043305,strict_nested_cv
B2_mlp_huber,18083,2,osi_target_t01h,0.004317235077889868,0.002171413427429645,143,0.002665308176640071,0.31051212012243923,strict_nested_cv
B2_mlp_huber,18085,3,osi_target_t01h,0.004325347716644715,0.0028836187442326656,143,0.0026753345003933623,0.4123574804252712,strict_nested_cv
B2_mlp_huber,18087,2,osi_target_t01h,0.0017313468510049715,0.0014716246136536632,143,0.0004286513543433308,0.21044231975247385,strict_nested_cv
B2_mlp_huber,18089,4,osi_target_t01h,0.003054048162186998,0.002304848648192136,143,0.0013337910553049624,0.3295933566914755,strict_nested_cv
B2_mlp_huber,18091,0,osi_target_t01h,0.0014086939336471077,0.0007292255598455797,143,0.0002837718596132651,0.10427925505791791,strict_nested_cv
B2_mlp_huber,18093,1,osi_target_t01h,0.007547605675981962,0.002507563484315695,143,0.008146188255936463,0.35858157825714443,strict_nested_cv
B2_mlp_huber,18095,0,osi_target_t01h,0.0015336461502791468,0.0007698578240839973,143,0.0003363460835400448,0.11008966884401161,strict_nested_cv
B2_mlp_huber,18097,1,osi_target_t01h,0.0008500927428448155,0.00038664883210843144,143,0.00010334004701555128,0.055290782991505694,strict_nested_cv
B2_mlp_huber,18099,3,osi_target_t01h,0.00878802537331668,0.003255638001662503,143,0.01104380276457426,0.46555623423773795,strict_nested_cv
B2_mlp_huber,18101,4,osi_target_t01h,0.0030668288615034733,0.0016014364961586842,143,0.0013449778150023488,0.22900541895069182,strict_nested_cv
B2_mlp_huber,18103,0,osi_target_t01h,0.004840874990652274,0.002633627278962697,143,0.003351072106542539,0.37660870089166565,strict_nested_cv
B2_mlp_huber,18105,3,osi_target_t01h,0.0019317780624140309,0.0006632863637446621,143,0.0005336426069866473,0.09484995001548668,strict_nested_cv
B2_mlp_huber,18107,1,osi_target_t01h,0.0017165661466623764,0.0008282124550164013,143,0.0004213637050290266,0.11843438106734538,strict_nested_cv
B2_mlp_huber,18109,2,osi_target_t01h,0.001457470435989338,0.0005490382632828429,143,0.0003037634702649619,0.07851247164944652,strict_nested_cv
B2_mlp_huber,18111,2,osi_target_t01h,0.004710246127133475,0.003109561905148439,143,0.0031726578566791544,0.4446673524362268,strict_nested_cv
B2_mlp_huber,18113,1,osi_target_t01h,0.001358392926708776,0.0008286607305810728,143,0.0002638680820965381,0.11849848447309341,strict_nested_cv
B2_mlp_huber,18117,4,osi_target_t01h,0.013201155973384393,0.0037661079825427207,143,0.02492068422180801,0.5385534415036091,strict_nested_cv
B2_mlp_huber,18121,1,osi_target_t01h,0.024484455968654437,0.009046308337458429,143,0.08572686752357983,1.2936220922565553,strict_nested_cv
B2_mlp_huber,18123,3,osi_target_t01h,0.005825384445134414,0.002112174250240034,143,0.004852719862506799,0.30204091778432485,strict_nested_cv
B2_mlp_huber,18125,0,osi_target_t01h,0.002796322289603163,0.0008542125130200863,143,0.001118176823668401,0.12215238936187234,strict_nested_cv
B2_mlp_huber,18127,2,osi_target_t01h,0.003102386956172411,0.0023618193418687124,143,0.0013763470900935066,0.3377401658872259,strict_nested_cv
B2_mlp_huber,18129,4,osi_target_t01h,0.001354882391323505,0.0005934433211732031,143,0.0002625060000875454,0.08486239492776804,strict_nested_cv
B2_mlp_huber,18131,4,osi_target_t01h,0.017518860565077204,0.004183513606622509,143,0.04388819799630225,0.5982424457470188,strict_nested_cv
B2_mlp_huber,18133,4,osi_target_t01h,0.0011636039823297941,0.0004998335302493965,143,0.00019361831456020707,0.0714761948256637,strict_nested_cv
B2_mlp_huber,18135,0,osi_target_t01h,0.004969977805309952,0.0029890053821898595,143,0.003532197152094115,0.4274277696531499,strict_nested_cv
B2_mlp_huber,18137,0,osi_target_t01h,0.003285018879615938,0.0013283845110490292,143,0.0015431629126389408,0.1899589850800112,strict_nested_cv
B2_mlp_huber,18139,2,osi_target_t01h,0.0027974520529002707,0.0009268700524043598,143,0.0011190805323234593,0.13254241749382345,strict_nested_cv
B2_mlp_huber,18141,4,osi_target_t01h,0.0016795616745234226,0.0011566456145679388,143,0.000403392620849493,0.16540032288321527,strict_nested_cv
B2_mlp_huber,18143,2,osi_target_t01h,0.0038116491563198926,0.0016478993838845908,143,0.0020775997085950033,0.2356496118954965,strict_nested_cv
B2_mlp_huber,18145,4,osi_target_t01h,0.0015185247696761696,0.0005673635684863918,143,0.00032974619908516915,0.08113299029355403,strict_nested_cv
B2_mlp_huber,18147,0,osi_target_t01h,0.0023708438362478957,0.0009036927126894275,143,0.0008037887709100733,0.12922805791458813,strict_nested_cv
B2_mlp_huber,18149,3,osi_target_t01h,0.006199761714383304,0.004053011980686024,143,0.005496497480064019,0.5795807132381015,strict_nested_cv
B2_mlp_huber,18151,1,osi_target_t01h,0.011367593349563766,0.008548110691644089,143,0.01847877153422963,1.2223798289051047,strict_nested_cv
B2_mlp_huber,18153,3,osi_target_t01h,0.0025435263129871956,0.0009120799942183067,143,0.000925142232994728,0.13042743917321786,strict_nested_cv
B2_mlp_huber,18155,4,osi_target_t01h,0.003907988846666653,0.001522214144795573,143,0.0021839498860709468,0.21767662270576693,strict_nested_cv
B2_mlp_huber,18157,1,osi_target_t01h,0.001254442090623308,0.00045923256662094614,143,0.0002250283690980147,0.0656702570267953,strict_nested_cv
B2_mlp_huber,18159,0,osi_target_t01h,0.004115481395207791,0.0012858047193222374,143,0.0024220177573451096,0.18387007486307994,strict_nested_cv
B2_mlp_huber,18161,0,osi_target_t01h,0.0024521840856672385,0.0011380112406771657,143,0.0008598885709699529,0.16273560741683468,strict_nested_cv
B2_mlp_huber,18163,4,osi_target_t01h,0.0006314817717360427,0.00027530329817681334,143,5.70239996089895e-05,0.039368371639284305,strict_nested_cv
B2_mlp_huber,18165,4,osi_target_t01h,0.013698214889850494,0.003150253871570169,143,0.026832676037098612,0.4504863036345341,strict_nested_cv
B2_mlp_huber,18167,3,osi_target_t01h,0.001831528365349784,0.0007059598668544371,143,0.00047969294989056187,0.1009522609601845,strict_nested_cv
B2_mlp_huber,18169,3,osi_target_t01h,0.0014627743866363668,0.0004690851743184063,143,0.0003059783735865141,0.0670791799275321,strict_nested_cv
B2_mlp_huber,18171,0,osi_target_t01h,0.004168143165128717,0.0015883353188038817,143,0.002484398694636321,0.22713195058895508,strict_nested_cv
B2_mlp_huber,18173,3,osi_target_t01h,0.0018376954003844483,0.0006568022908795938,143,0.0004829287869969646,0.09392272759578191,strict_nested_cv
B2_mlp_huber,18175,4,osi_target_t01h,0.004681108784831715,0.001366896398114757,143,0.003133527462126298,0.19546618493041024,strict_nested_cv
B2_mlp_huber,18177,1,osi_target_t01h,0.0015994611057841284,0.0009015205960295007,143,0.00036583344353501474,0.1289174452322186,strict_nested_cv
B2_mlp_huber,18179,0,osi_target_t01h,0.004926759968435646,0.0016131469468733497,143,0.0034710338214809407,0.23068001340288902,strict_nested_cv
B2_mlp_huber,18181,2,osi_target_t01h,0.002572089511680425,0.0011587873970482407,143,0.0009460371572217921,0.16570659777789842,strict_nested_cv
B2_mlp_huber,18183,1,osi_target_t01h,0.0025655719420128037,0.00086654284250535,143,0.0009412487927189988,0.12391562647826504,strict_nested_cv
B2_mlp_huber,39017,1,osi_target_t01h,0.001024646477227466,0.00039231581488254617,143,0.00015013575767113584,0.0561011615282041,strict_nested_cv
B2_mlp_huber,39023,1,osi_target_t01h,0.0036412947656505887,0.002122306363238673,143,0.0018960409425606759,0.30348980994313024,strict_nested_cv
B2_mlp_huber,39025,1,osi_target_t01h,0.0018793478152689896,0.000653442821992151,143,0.0005050685941381544,0.09344232354487758,strict_nested_cv
B2_mlp_huber,39027,0,osi_target_t01h,0.0011426842869339347,0.0005327853057399177,143,0.00018671901528361718,0.07618829872080823,strict_nested_cv
B2_mlp_huber,39029,2,osi_target_t01h,0.01032923883992207,0.006094745435058774,143,0.015257124026738112,0.8715485972134047,strict_nested_cv
B2_mlp_huber,39031,2,osi_target_t01h,0.011388705840264024,0.006974110391721214,143,0.018547474762397136,0.9972977860161336,strict_nested_cv
B2_mlp_huber,39033,4,osi_target_t01h,0.005465863590250531,0.0026021571501224933,143,0.00427222006457338,0.37210847246751655,strict_nested_cv
B2_mlp_huber,39035,4,osi_target_t01h,0.005813132058294302,0.00424050371504716,143,0.00483232811878516,0.6063920312517439,strict_nested_cv
B2_mlp_huber,39037,0,osi_target_t01h,0.002371439695651514,0.0011707560601013295,143,0.0008041928509059798,0.16741811659449013,strict_nested_cv
B2_mlp_huber,39039,1,osi_target_t01h,0.00957321023245652,0.005227936510020261,143,0.01310542864413786,0.7475949209328974,strict_nested_cv
B2_mlp_huber,39045,2,osi_target_t01h,0.00464711468711163,0.0028398039203175423,143,0.003088181512869113,0.40609196060540853,strict_nested_cv
B2_mlp_huber,39049,1,osi_target_t01h,0.006438655655535068,0.0038003984947507334,143,0.005928248991029181,0.5434569847493549,strict_nested_cv
B2_mlp_huber,39051,2,osi_target_t01h,0.003916593647317595,0.0019944414153078025,143,0.0021935779291438217,0.28520512238901574,strict_nested_cv
B2_mlp_huber,39053,4,osi_target_t01h,0.0026182438976997935,0.0009549141504213221,143,0.0009802937584214356,0.13655272351024905,strict_nested_cv
B2_mlp_huber,39055,0,osi_target_t01h,0.01417998241736885,0.006269404964221941,143,0.028753281894035233,0.8965249098837376,strict_nested_cv
B2_mlp_huber,39059,0,osi_target_t01h,0.015145940617321283,0.00879836624496986,143,0.03280413095722943,1.25816637303069,strict_nested_cv
B2_mlp_huber,39061,2,osi_target_t01h,0.0011919503311371479,0.0005996145784363991,143,0.0002031666196414078,0.08574488471640507,strict_nested_cv
B2_mlp_huber,39063,0,osi_target_t01h,0.0023111569592400207,0.0012929688801177309,143,0.0007638268481048319,0.1848945498568355,strict_nested_cv
B2_mlp_huber,39065,3,osi_target_t01h,0.0028046300075663744,0.0014208728276393408,143,0.001124830775545872,0.20318481435242575,strict_nested_cv
B2_mlp_huber,39069,0,osi_target_t01h,0.0025127860880555294,0.0010704261319381284,143,0.0009029154311785335,0.15307093686715234,strict_nested_cv
B2_mlp_huber,39073,2,osi_target_t01h,0.005334359657169234,0.0037417013798123943,143,0.004069121192140958,0.5350632973131724,strict_nested_cv
B2_mlp_huber,39075,3,osi_target_t01h,0.013517366335416784,0.0071972121992978835,143,0.026128844548357833,1.0292013444995973,strict_nested_cv
B2_mlp_huber,39077,1,osi_target_t01h,0.005314856954997605,0.003058071040893967,143,0.004039421736648357,0.43730415884783724,strict_nested_cv
B2_mlp_huber,39081,4,osi_target_t01h,0.012092031585512138,0.006870183375073024,143,0.02090906358469832,0.9824362226354424,strict_nested_cv
B2_mlp_huber,39085,2,osi_target_t01h,0.0025353525496317935,0.0012806101355248235,143,0.0009192057947821945,0.18312724938004976,strict_nested_cv
B2_mlp_huber,39087,3,osi_target_t01h,0.0036253928465807316,0.0012700867783595722,143,0.00187951668076154,0.18162240930541884,strict_nested_cv
B2_mlp_huber,39089,1,osi_target_t01h,0.025136992612920035,0.011384356372358385,143,0.09035718085994549,1.627962961247249,strict_nested_cv
B2_mlp_huber,39091,3,osi_target_t01h,0.014823565196721395,0.009758814410294301,143,0.03142254617522732,1.3955104606720852,strict_nested_cv
B2_mlp_huber,39093,3,osi_target_t01h,0.0034998477691883085,0.0018586163297930564,143,0.0017515976202714105,0.26578213516040705,strict_nested_cv
B2_mlp_huber,39095,1,osi_target_t01h,0.002552279748024524,0.0016483634392204989,143,0.0009315208634411864,0.23571597180853132,strict_nested_cv
B2_mlp_huber,39097,4,osi_target_t01h,0.01011110946279753,0.003688025157825396,143,0.014619538443320347,0.5273875975690316,strict_nested_cv
B2_mlp_huber,39099,0,osi_target_t01h,0.0028085373777611364,0.0016859132382661345,143,0.0011279671549262401,0.24108559307205724,strict_nested_cv
B2_mlp_huber,39101,0,osi_target_t01h,0.007882981011543793,0.006019258946927274,143,0.008886218716855479,0.8607540294106002,strict_nested_cv
B2_mlp_huber,39103,4,osi_target_t01h,0.005504625209426562,0.0036232954292506033,143,0.004333028513564382,0.5181312463828363,strict_nested_cv
B2_mlp_huber,39105,1,osi_target_t01h,0.004073602856347856,0.0023705509861270163,143,0.0023729763530680945,0.3389887910161633,strict_nested_cv
B2_mlp_huber,39107,3,osi_target_t01h,0.025817135135064343,0.013375710145247957,143,0.09531299872125085,1.9127265507704578,strict_nested_cv
B2_mlp_huber,39109,1,osi_target_t01h,0.001994510113087725,0.0011372434474378043,143,0.000568864094542917,0.162625812983606,strict_nested_cv
B2_mlp_huber,39111,2,osi_target_t01h,0.026225863647274632,0.013630588174587151,143,0.09835481713849807,1.9491741089659627,strict_nested_cv
B2_mlp_huber,39113,4,osi_target_t01h,0.0012980284496167114,0.0007129111511928316,143,0.00024093753341005396,0.10194629462057492,strict_nested_cv
B2_mlp_huber,39115,2,osi_target_t01h,0.031765127508689005,0.007052215346390825,143,0.14429033556698773,1.0084667945338879,strict_nested_cv
B2_mlp_huber,39117,4,osi_target_t01h,0.05164914177901949,0.021077400201781397,143,0.38147164005082373,3.0140682288547396,strict_nested_cv
B2_mlp_huber,39119,1,osi_target_t01h,0.02677326410827348,0.01836291734757874,143,0.10250349695462517,2.6258971807037597,strict_nested_cv
B2_mlp_huber,39121,1,osi_target_t01h,0.009567582832260155,0.0058500149723433835,143,0.01309002569905877,0.8365521410451038,strict_nested_cv
B2_mlp_huber,39123,0,osi_target_t01h,0.0016688124638558131,0.0006775100171237116,143,0.0003982457106514328,0.09688393244869076,strict_nested_cv
B2_mlp_huber,39125,1,osi_target_t01h,0.02360537654088281,0.013419384004454978,143,0.07968157363407107,1.918971912637062,strict_nested_cv
B2_mlp_huber,39127,0,osi_target_t01h,0.012713359034105799,0.007720110234780028,143,0.02311301820400137,1.103975763573544,strict_nested_cv
B2_mlp_huber,39129,2,osi_target_t01h,0.0012166340323023009,0.0006544307098456111,143,0.00021166836670353031,0.09358359150792239,strict_nested_cv
B2_mlp_huber,39131,3,osi_target_t01h,0.005433494678947261,0.002291044750760905,143,0.004221769612939193,0.32761939935880946,strict_nested_cv
B2_mlp_huber,39133,0,osi_target_t01h,0.005358497834614858,0.0032373942910828724,143,0.0041060303632308144,0.4629473836248508,strict_nested_cv
B2_mlp_huber,39135,0,osi_target_t01h,0.005831832734482913,0.0028709682177628514,143,0.004863469045147062,0.41054845514008775,strict_nested_cv
B2_mlp_huber,39137,0,osi_target_t01h,0.01275008817459277,0.0059690053364704855,143,0.023246759029764325,0.8535677631152794,strict_nested_cv
B2_mlp_huber,39139,2,osi_target_t01h,0.011244402783731079,0.008234441063307401,143,0.018080432936677427,1.1775250720529584,strict_nested_cv
B2_mlp_huber,39141,3,osi_target_t01h,0.002542889711086626,0.0015166821832389252,143,0.0009246791958332824,0.2168855522031663,strict_nested_cv
B2_mlp_huber,39143,4,osi_target_t01h,0.0022346021123640625,0.00148918986214867,143,0.000714062863883216,0.21295415028725984,strict_nested_cv
B2_mlp_huber,39145,3,osi_target_t01h,0.0016837605705196255,0.0008249503891700163,143,0.0004054121012136302,0.11796790565131232,strict_nested_cv
B2_mlp_huber,39147,4,osi_target_t01h,0.0018462884960519534,0.0010852891645191556,143,0.00048745571312349117,0.15519635052623926,strict_nested_cv
B2_mlp_huber,39149,3,osi_target_t01h,0.01790630032408685,0.009050784194886755,143,0.045850889555384175,1.2942621398688061,strict_nested_cv
B2_mlp_huber,39151,4,osi_target_t01h,0.0038357281915978583,0.0020286007463249014,143,0.0021039319386540567,0.2900899067244609,strict_nested_cv
B2_mlp_huber,39153,0,osi_target_t01h,0.006238663887674797,0.002741774233390652,143,0.005565692575782998,0.39207371537486324,strict_nested_cv
B2_mlp_huber,39155,1,osi_target_t01h,0.004288694129504054,0.001677831620937767,143,0.0026301843191112832,0.23992992179410066,strict_nested_cv
B2_mlp_huber,39157,2,osi_target_t01h,0.019587125411820127,0.0138838550542364,143,0.054862733911466885,1.9853912727558054,strict_nested_cv
B2_mlp_huber,39159,3,osi_target_t01h,0.008364106164385278,0.004648360680386593,143,0.010004032885862414,0.6647155772952829,strict_nested_cv
B2_mlp_huber,39161,3,osi_target_t01h,0.006658987324871446,0.0033147303579139876,143,0.006340922043570195,0.4740064411817002,strict_nested_cv
B2_mlp_huber,39163,2,osi_target_t01h,0.003237799508632983,0.0020362622041187666,143,0.00149911842910887,0.2911854951889836,strict_nested_cv
B2_mlp_huber,39165,2,osi_target_t01h,0.0008551466411640782,0.0004364047894010913,143,0.00010457243623887127,0.062405884884356055,strict_nested_cv
B2_mlp_huber,39167,4,osi_target_t01h,0.002814750094956068,0.0012071338567986166,143,0.001132962987878893,0.17262014152220218,strict_nested_cv
B2_mlp_huber,39169,4,osi_target_t01h,0.011390831427936265,0.0057443335774058305,143,0.018554398808611455,0.8214397015690338,strict_nested_cv
B2_mlp_huber,39171,3,osi_target_t01h,0.012857140990344622,0.007272086767894965,143,0.023638768645720783,1.03990840780898,strict_nested_cv
B2_mlp_huber,39173,1,osi_target_t01h,0.006623764145067802,0.005204142748225168,143,0.006274017957276468,0.744192412996199,strict_nested_cv
B2_mlp_huber,39175,2,osi_target_t01h,0.0029941256177697284,0.0018972194088269611,143,0.001281964714742849,0.27130237546225544,strict_nested_cv
B2_mlp_huber,42005,3,osi_target_t01h,0.017111575053654536,0.009903160366616407,143,0.041871258116809876,1.4161519324261462,strict_nested_cv
B2_mlp_huber,42007,0,osi_target_t01h,0.011011964570478538,0.006592376511873697,143,0.01734066100931087,0.9427098411979387,strict_nested_cv
B2_mlp_huber,42009,0,osi_target_t01h,0.008761692120620083,0.006503828645977305,143,0.010977716580764655,0.9300474963747547,strict_nested_cv
B2_mlp_huber,42013,0,osi_target_t01h,0.0019056148377142377,0.001066304186806392,143,0.0005192856110894825,0.15248149871331407,strict_nested_cv
B2_mlp_huber,42015,4,osi_target_t01h,0.004105383259576523,0.002556629390144392,143,0.0024101465542455958,0.365598002790648,strict_nested_cv
B2_mlp_huber,42019,1,osi_target_t01h,0.004339721092241003,0.002574586213683999,143,0.0026931446196571274,0.3681658285568119,strict_nested_cv
B2_mlp_huber,42021,2,osi_target_t01h,0.015122310971400776,0.006016065155970457,143,0.032701853343552,0.8602973173037753,strict_nested_cv
B2_mlp_huber,42023,2,osi_target_t01h,0.00970090141204481,0.004310260488064732,143,0.013457370813488453,0.6163672497932566,strict_nested_cv
B2_mlp_huber,42025,1,osi_target_t01h,0.0011922048840372278,0.0006086644032213778,143,0.0002032534054296775,0.08703900966065703,strict_nested_cv
B2_mlp_huber,42027,0,osi_target_t01h,0.00147534516697164,0.0009923630312225176,143,0.00031126000072404035,0.14190791346482,strict_nested_cv
B2_mlp_huber,42029,1,osi_target_t01h,0.010681868892782982,0.004854021246870247,143,0.016316632195092474,0.6941250383024453,strict_nested_cv
B2_mlp_huber,42031,4,osi_target_t01h,0.01229065122478298,0.007302540620791781,143,0.021601595376684088,1.0442633087732247,strict_nested_cv
B2_mlp_huber,42033,2,osi_target_t01h,0.005910227582267814,0.004160670235193778,143,0.004995102980610493,0.5949758436327102,strict_nested_cv
B2_mlp_huber,42035,3,osi_target_t01h,0.004927609864101745,0.002838782998598897,143,0.0034722314731093734,0.4059459687996423,strict_nested_cv
B2_mlp_huber,42039,1,osi_target_t01h,0.013953282739390583,0.007230143275757489,143,0.027841256186368648,1.033910488433321,strict_nested_cv
B2_mlp_huber,42041,3,osi_target_t01h,0.0026928576741808703,0.0014245677757190078,143,0.0010369619908354572,0.20371319192781812,strict_nested_cv
B2_mlp_huber,42043,0,osi_target_t01h,0.0016480246521109409,0.0012576793317118874,143,0.00038838589131705043,0.1798481444347999,strict_nested_cv
B2_mlp_huber,42045,2,osi_target_t01h,0.0013236689555195704,0.0005812315559613037,143,0.0002505502290442967,0.08311611250246642,strict_nested_cv
B2_mlp_huber,42047,4,osi_target_t01h,0.013708977307309812,0.005036409201384994,143,0.02687485641016396,0.7202065157980542,strict_nested_cv
B2_mlp_huber,42049,0,osi_target_t01h,0.007989058354332437,0.004400630140029076,143,0.009126982634616834,0.6292901100241579,strict_nested_cv
B2_mlp_huber,42051,4,osi_target_t01h,0.003497662314397039,0.002415984191474264,143,0.001749410758174115,0.3454857393808197,strict_nested_cv
B2_mlp_huber,42053,3,osi_target_t01h,0.09573808832117871,0.03615025385491342,143,1.3107067624213153,5.169486301252618,strict_nested_cv
B2_mlp_huber,42055,1,osi_target_t01h,0.001173734470618863,0.00067997830387708,143,0.00019700432287520875,0.09723689745442243,strict_nested_cv
B2_mlp_huber,42057,4,osi_target_t01h,0.003518575061452271,0.002290466404021343,143,0.0017703929762195609,0.32753669577505207,strict_nested_cv
B2_mlp_huber,42059,3,osi_target_t01h,0.011613222546055362,0.005798811907676485,143,0.01928597212030183,0.8292301027977373,strict_nested_cv
B2_mlp_huber,42061,2,osi_target_t01h,0.0016614514608399855,0.0008973554172593827,143,0.0003947401968120071,0.12832182466809172,strict_nested_cv
B2_mlp_huber,42063,2,osi_target_t01h,0.007291802461003691,0.004413449359627056,143,0.007603364787632827,0.631123258426669,strict_nested_cv
B2_mlp_huber,42065,0,osi_target_t01h,0.012101874861735688,0.0056341464826234755,143,0.020943118649182756,0.805682947015157,strict_nested_cv
B2_mlp_huber,42067,4,osi_target_t01h,0.0022086169040002822,0.001066637333265548,143,0.0006975523738949182,0.15252913865697337,strict_nested_cv
B2_mlp_huber,42069,2,osi_target_t01h,0.0016083813080805293,0.0008935390940970755,143,0.00036992533180214534,0.12777609045588179,strict_nested_cv
B2_mlp_huber,42075,1,osi_target_t01h,0.006297311138226611,0.0024360379906716413,143,0.00567082624274351,0.3483534326660447,strict_nested_cv
B2_mlp_huber,42077,4,osi_target_t01h,0.0036299972610705235,0.0018373486820272157,143,0.0018842938564992689,0.26274086152989184,strict_nested_cv
B2_mlp_huber,42079,1,osi_target_t01h,0.0011168115996314655,0.0005388745928787256,143,0.00017835934531720916,0.07705906678165775,strict_nested_cv
B2_mlp_huber,42081,0,osi_target_t01h,0.0023401839948802537,0.001242545662000873,143,0.0007831339415747998,0.17768402966612484,strict_nested_cv
B2_mlp_huber,42083,2,osi_target_t01h,0.0038018493471063835,0.002826342156476022,143,0.0020669303595073326,0.40416692837607116,strict_nested_cv
B2_mlp_huber,42085,4,osi_target_t01h,0.005017250901017312,0.0038907080196768982,143,0.0035997113443375413,0.5563712468137965,strict_nested_cv
B2_mlp_huber,42089,1,osi_target_t01h,0.005585957850845926,0.0026475202697317014,143,0.004462018290934094,0.37859539857163327,strict_nested_cv
B2_mlp_huber,42091,1,osi_target_t01h,0.0037886778009073798,0.0017851203496053398,143,0.0020526333655096385,0.2552722099935636,strict_nested_cv
B2_mlp_huber,42095,0,osi_target_t01h,0.003299266308365671,0.0017179854519883417,143,0.0015565776188129089,0.24567191963433288,strict_nested_cv
B2_mlp_huber,42097,3,osi_target_t01h,0.002863455868076654,0.0012828762402576459,143,0.0011725112697044354,0.18345130235684337,strict_nested_cv
B2_mlp_huber,42101,0,osi_target_t01h,0.004305686045502781,0.0020613861148134917,143,0.0026510673221085443,0.2947782144183293,strict_nested_cv
B2_mlp_huber,42103,0,osi_target_t01h,0.003210926211961617,0.0017482627031472316,143,0.0014743367408286915,0.2500015665500541,strict_nested_cv
B2_mlp_huber,42109,2,osi_target_t01h,0.006225323542101377,0.0015447469064078484,143,0.005541915408149354,0.2208988076163223,strict_nested_cv
B2_mlp_huber,42113,2,osi_target_t01h,0.005022776745189021,0.003662332688233167,143,0.003607644931177661,0.5237135744173429,strict_nested_cv
B2_mlp_huber,42115,3,osi_target_t01h,0.004616672719870496,0.0024149544517529176,143,0.003047854381342691,0.34533848660066724,strict_nested_cv
B2_mlp_huber,42119,4,osi_target_t01h,0.0023360884196436437,0.0011777638323288379,143,0.0007803952019282186,0.1684202280230238,strict_nested_cv
B2_mlp_huber,42121,1,osi_target_t01h,0.022065263478653677,0.00889045769592765,143,0.0696232468906843,1.271335450517654,strict_nested_cv
B2_mlp_huber,42125,4,osi_target_t01h,0.01741966462532965,0.008832682661774855,143,0.043392594339231455,1.2630736206338042,strict_nested_cv
B2_mlp_huber,42127,3,osi_target_t01h,0.002207265813435452,0.0012013303346759346,143,0.0006966991990760042,0.17179023785865866,strict_nested_cv
B2_mlp_huber,42129,3,osi_target_t01h,0.005053695852780079,0.00263516661250871,143,0.00365219737345414,0.37682882558874553,strict_nested_cv
B2_mlp_huber,42131,3,osi_target_t01h,0.015758201104570598,0.0034256355267732854,143,0.03550988899344887,0.4898658803285798,strict_nested_cv
B2_mlp_huber,42133,3,osi_target_t01h,0.002903091670841598,0.0012048678732639133,143,0.00120519559865131,0.1722961058767396,strict_nested_cv
B2_mlp_huber,54007,4,osi_target_t01h,0.026086453045098185,0.013630649990258068,143,0.09731193364379807,1.9491829486069037,strict_nested_cv
B2_mlp_huber,54009,0,osi_target_t01h,0.022059262514532614,0.010642909678106254,143,0.06958538196396412,1.5219360839691944,strict_nested_cv
B2_mlp_huber,54013,2,osi_target_t01h,0.04590696118948171,0.023065815185930604,143,0.30136521924831894,3.298411571588076,strict_nested_cv
B2_mlp_huber,54015,2,osi_target_t01h,0.05258033494835049,0.02766566750587581,143,0.3953509021291441,3.956190453340241,strict_nested_cv
B2_mlp_huber,54019,2,osi_target_t01h,0.005772306938853032,0.0026717073565664037,143,0.0047646924176753145,0.3820541519889957,strict_nested_cv
B2_mlp_huber,54023,4,osi_target_t01h,0.004257916503432073,0.0031309565758699765,143,0.0025925689718784874,0.44772679034940666,strict_nested_cv
B2_mlp_huber,54025,0,osi_target_t01h,0.0017551918333564727,0.0009141087096401855,143,0.00044053986717901956,0.13071754547854653,strict_nested_cv
B2_mlp_huber,54027,4,osi_target_t01h,0.0026301683044202147,0.00184160032018757,143,0.0009892432992694693,0.2633488457868225,strict_nested_cv
B2_mlp_huber,54029,4,osi_target_t01h,0.013427681485575499,0.007338379841184706,143,0.025783276101163585,1.049388317289413,strict_nested_cv
B2_mlp_huber,54031,4,osi_target_t01h,0.00281566718652766,0.0016708657215919241,143,0.0011337013838562684,0.23893379818764515,strict_nested_cv
B2_mlp_huber,54033,4,osi_target_t01h,0.002737383193254632,0.0015425748333019055,143,0.0010715371447799482,0.22058820116217248,strict_nested_cv
B2_mlp_huber,54035,0,osi_target_t01h,0.0031350693260401583,0.001746876891645427,143,0.0014054983341081388,0.24980339550529607,strict_nested_cv
B2_mlp_huber,54037,1,osi_target_t01h,0.0032437477917430916,0.0017548170324046184,143,0.00150463166231066,0.25093883563386044,strict_nested_cv
B2_mlp_huber,54039,3,osi_target_t01h,0.0032092933688040804,0.0016077030785919095,143,0.0014728376415681272,0.22990154023864307,strict_nested_cv
B2_mlp_huber,54041,4,osi_target_t01h,0.014635073671986614,0.004318607275226069,143,0.030628509537980034,0.6175608403573278,strict_nested_cv
B2_mlp_huber,54043,2,osi_target_t01h,0.008366605657802745,0.0038431413193685945,143,0.010010012903344299,0.549569208669709,strict_nested_cv
B2_mlp_huber,54045,4,osi_target_t01h,0.008746491956172652,0.003993769500516942,143,0.010939660380133184,0.5711090385739226,strict_nested_cv
B2_mlp_huber,54047,3,osi_target_t01h,0.005553685422224059,0.003332801265110851,143,0.0044106093129704345,0.4765905809108517,strict_nested_cv
B2_mlp_huber,54053,1,osi_target_t01h,0.0013806823803408765,0.0008281570263133691,143,0.0002725985884598761,0.11842645476281177,strict_nested_cv
B2_mlp_huber,54055,0,osi_target_t01h,0.002052178280232795,0.0009201607874808735,143,0.0006022353042218701,0.13158299260976491,strict_nested_cv
B2_mlp_huber,54057,0,osi_target_t01h,0.0019185410535294163,0.001289663623881663,143,0.00052635436769312,0.18442189821507782,strict_nested_cv
