split_seed,comparison,horizon,model,population,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions,counties,replicates,seed,ci_low,ci_high,bootstrap_fraction_delta_lt0,bootstrap_fraction_delta_eq0
20260918,G_minus_C,osi_target_t06h,v18_rule,all_counties,32982,0.010029440966010272,0.0032534330044916918,3.317649026642975,-6.92050905314834e-05,0.01001049575133449,0.0032462450567294922,3.30512705073366,-5.5944208495866444e-05,-1.8945214675781738e-05,-0.1888960186314126,0.012521975909314698,16031,239,2000,20260910,-6.369208302759283e-05,1.909352101676767e-05,0.8225,0.0
20260918,G_minus_C,osi_target_t06h,v18_rule,exclude_Morrow_diagnostic_only,32844,0.009904294698501279,0.003214438008261294,3.221833936325035,-3.127620532871388e-05,0.00989864187728785,0.0032098069745493834,3.218157298169984,-2.1190006509769885e-05,-5.6528212134289435e-06,-0.057074444829319226,0.0036766381550510374,15893,238,2000,20260910,-3.7522840871608485e-05,2.621115943487391e-05,0.643,0.0
20260918,G_minus_B,osi_target_t24h,C0_direct_osi,all_counties,28680,0.008226384409228592,0.002869898651939075,1.9408731248600906,3.959187710729487e-05,0.008226384409228592,0.002869898651939075,1.9408731248600906,3.959187710729487e-05,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
20260918,G_minus_A,osi_target_t24h,C0_direct_osi,all_counties,28680,0.008226384409228592,0.002869898651939075,1.9408731248600906,3.959187710729487e-05,0.008226384409228592,0.002869898651939075,1.9408731248600906,3.959187710729487e-05,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
20260918,G_minus_C,osi_target_t24h,C0_direct_osi,all_counties,28680,0.008226384409228592,0.002869898651939075,1.9408731248600906,3.959187710729487e-05,0.008226384409228592,0.002869898651939075,1.9408731248600906,3.959187710729487e-05,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
20260918,G_minus_B,osi_target_t24h,C1_component_osi,all_counties,28680,0.008094958237266874,0.002818108889202019,1.8793530453935594,-1.765012952478964e-05,0.008094958237266874,0.002818108889202019,1.8793530453935594,-1.765012952478964e-05,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
20260918,G_minus_A,osi_target_t24h,C1_component_osi,all_counties,28680,0.008094958237266874,0.002818108889202019,1.8793530453935594,-1.765012952478964e-05,0.008094958237266874,0.002818108889202019,1.8793530453935594,-1.765012952478964e-05,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
20260918,G_minus_C,osi_target_t24h,C1_component_osi,all_counties,28680,0.008094958237266874,0.002818108889202019,1.8793530453935594,-1.765012952478964e-05,0.008094958237266874,0.002818108889202019,1.8793530453935594,-1.765012952478964e-05,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
20260918,G_minus_B,osi_target_t24h,C2_equal_blend,all_counties,28680,0.008138086784558686,0.0028236708893098423,1.8994321327930908,-6.211636473420419e-07,0.008138086784558686,0.0028236708893098423,1.8994321327930908,-6.211636473420419e-07,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
20260918,G_minus_A,osi_target_t24h,C2_equal_blend,all_counties,28680,0.008138086784558686,0.0028236708893098423,1.8994321327930908,-6.211636473420419e-07,0.008138086784558686,0.0028236708893098423,1.8994321327930908,-6.211636473420419e-07,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
20260918,G_minus_C,osi_target_t24h,C2_equal_blend,all_counties,28680,0.008138086784558686,0.0028236708893098423,1.8994321327930908,-6.211636473420419e-07,0.008138086784558686,0.0028236708893098423,1.8994321327930908,-6.211636473420419e-07,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
20260918,G_minus_B,osi_target_t24h,C3_aligned_component,all_counties,28680,0.007856603329105922,0.0027102846330645763,1.7703078711779354,-2.2646388751735365e-05,0.007856603329105922,0.0027102846330645763,1.7703078711779354,-2.2646388751735365e-05,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
20260918,G_minus_A,osi_target_t24h,C3_aligned_component,all_counties,28680,0.007856603329105922,0.0027102846330645763,1.7703078711779354,-2.2646388751735365e-05,0.007856603329105922,0.0027102846330645763,1.7703078711779354,-2.2646388751735365e-05,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
20260918,G_minus_C,osi_target_t24h,C3_aligned_component,all_counties,28680,0.007860712931166828,0.002710858780985826,1.7721603673086,-2.6193303061383987e-05,0.007856603329105922,0.0027102846330645763,1.7703078711779354,-2.2646388751735365e-05,-4.109602060906742e-06,-0.05228027148291847,0.001852496130664516,13247,239,2000,20260910,-2.3180522166383993e-05,1.1088329264060964e-05,0.69,0.0
20260918,G_minus_B,osi_target_t24h,v18_rule,all_counties,28680,0.008094958237266874,0.002818108889202019,1.8793530453935594,-1.765012952478964e-05,0.008094958237266874,0.002818108889202019,1.8793530453935594,-1.765012952478964e-05,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
20260918,G_minus_A,osi_target_t24h,v18_rule,all_counties,28680,0.008094958237266874,0.002818108889202019,1.8793530453935594,-1.765012952478964e-05,0.008094958237266874,0.002818108889202019,1.8793530453935594,-1.765012952478964e-05,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
20260918,G_minus_C,osi_target_t24h,v18_rule,all_counties,28680,0.008094958237266874,0.002818108889202019,1.8793530453935594,-1.765012952478964e-05,0.008094958237266874,0.002818108889202019,1.8793530453935594,-1.765012952478964e-05,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
20260918,G_minus_B,osi_target_t48h,C0_direct_osi,all_counties,22944,0.0074109081985547385,0.0022779802965589716,1.2601202801519995,-4.1053581039796424e-05,0.0074109081985547385,0.0022779802965589716,1.2601202801519995,-4.1053581039796424e-05,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
20260918,G_minus_A,osi_target_t48h,C0_direct_osi,all_counties,22944,0.0074109081985547385,0.0022779802965589716,1.2601202801519995,-4.1053581039796424e-05,0.0074109081985547385,0.0022779802965589716,1.2601202801519995,-4.1053581039796424e-05,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
20260918,G_minus_C,osi_target_t48h,C0_direct_osi,all_counties,22944,0.0074109081985547385,0.0022779802965589716,1.2601202801519995,-4.1053581039796424e-05,0.0074109081985547385,0.0022779802965589716,1.2601202801519995,-4.1053581039796424e-05,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
20260918,G_minus_B,osi_target_t48h,C1_component_osi,all_counties,22944,0.007386039443917857,0.0022817618160767186,1.2516773089381812,9.232167604194413e-06,0.007386039443917857,0.0022817618160767186,1.2516773089381812,9.232167604194413e-06,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
20260918,G_minus_A,osi_target_t48h,C1_component_osi,all_counties,22944,0.007386039443917857,0.0022817618160767186,1.2516773089381812,9.232167604194413e-06,0.007386039443917857,0.0022817618160767186,1.2516773089381812,9.232167604194413e-06,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
20260918,G_minus_C,osi_target_t48h,C1_component_osi,all_counties,22944,0.007386039443917857,0.0022817618160767186,1.2516773089381812,9.232167604194413e-06,0.007386039443917857,0.0022817618160767186,1.2516773089381812,9.232167604194413e-06,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
20260918,G_minus_B,osi_target_t48h,C2_equal_blend,all_counties,22944,0.00738168056554288,0.002262974292109194,1.2502003877029932,-2.7401805582575556e-05,0.00738168056554288,0.002262974292109194,1.2502003877029932,-2.7401805582575556e-05,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
20260918,G_minus_A,osi_target_t48h,C2_equal_blend,all_counties,22944,0.00738168056554288,0.002262974292109194,1.2502003877029932,-2.7401805582575556e-05,0.00738168056554288,0.002262974292109194,1.2502003877029932,-2.7401805582575556e-05,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
20260918,G_minus_C,osi_target_t48h,C2_equal_blend,all_counties,22944,0.00738168056554288,0.002262974292109194,1.2502003877029932,-2.7401805582575556e-05,0.00738168056554288,0.002262974292109194,1.2502003877029932,-2.7401805582575556e-05,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
20260918,G_minus_B,osi_target_t48h,C3_aligned_component,all_counties,22944,0.006860012921890601,0.002158720126001388,1.079739530107482,2.5927869457105387e-05,0.006860012921890601,0.002158720126001388,1.079739530107482,2.5927869457105387e-05,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
20260918,G_minus_A,osi_target_t48h,C3_aligned_component,all_counties,22944,0.006860012921890601,0.002158720126001388,1.079739530107482,2.5927869457105387e-05,0.006860012921890601,0.002158720126001388,1.079739530107482,2.5927869457105387e-05,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
20260918,G_minus_C,osi_target_t48h,C3_aligned_component,all_counties,22944,0.006866625145138303,0.0021607126401706287,1.081822010038954,2.5603809186152422e-05,0.006860012921890601,0.002158720126001388,1.079739530107482,2.5927869457105387e-05,-6.612223247702033e-06,-0.0962950955955888,0.0020824799314720366,9333,239,2000,20260910,-1.9611852260259326e-05,5.10128692256936e-06,0.859,0.0
20260918,G_minus_B,osi_target_t48h,v18_rule,all_counties,22944,0.007386039443917857,0.0022817618160767186,1.2516773089381812,9.232167604194413e-06,0.007386039443917857,0.0022817618160767186,1.2516773089381812,9.232167604194413e-06,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
20260918,G_minus_A,osi_target_t48h,v18_rule,all_counties,22944,0.007386039443917857,0.0022817618160767186,1.2516773089381812,9.232167604194413e-06,0.007386039443917857,0.0022817618160767186,1.2516773089381812,9.232167604194413e-06,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
20260918,G_minus_C,osi_target_t48h,v18_rule,all_counties,22944,0.007386039443917857,0.0022817618160767186,1.2516773089381812,9.232167604194413e-06,0.007386039443917857,0.0022817618160767186,1.2516773089381812,9.232167604194413e-06,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
